,client_id,birth_number,district_id
1137,1195,"""395122""",39
1138,1196,"""430416""",22
1139,1197,"""666002""",6
1140,1198,"""755217""",72
1141,1199,"""766024""",64
1142,1200,"""316117""",47
1143,1201,"""450910""",54
1144,1202,"""806011""",47
1145,1204,"""746109""",77
1146,1206,"""570621""",50
1147,1207,"""395917""",28
1148,1208,"""755901""",70
1149,1209,"""575409""",36
1150,1210,"""611012""",6
1151,1211,"""780714""",1
1152,1212,"""275919""",13
1153,1213,"""660428""",1
1154,1214,"""401115""",61
1155,1215,"""440506""",45
1156,1216,"""455612""",65
1157,1217,"""370417""",59
1158,1218,"""800527""",74
1159,1219,"""440731""",1
1160,1220,"""536216""",40
1161,1221,"""735518""",14
1162,1222,"""396130""",7
1163,1223,"""555813""",14
1164,1224,"""380512""",56
1165,1225,"""460821""",42
1166,1226,"""515414""",33
1167,1227,"""551002""",33
1168,1228,"""495828""",21
1169,1229,"""710202""",19
1170,1231,"""655927""",20
1171,1232,"""590413""",20
1172,1233,"""421022""",68
1173,1234,"""750115""",23
1174,1235,"""795712""",23
1175,1236,"""675428""",26
1176,1237,"""231107""",57
1177,1238,"""350901""",74
1178,1239,"""765909""",11
1179,1240,"""765824""",32
1180,1241,"""426217""",73
1181,1242,"""445821""",73
1182,1243,"""746005""",11
1183,1244,"""640502""",1
1184,1245,"""790813""",64
1185,1246,"""621119""",70
1186,1247,"""696009""",70
1187,1248,"""710624""",19
1188,1250,"""525801""",43
1189,1251,"""590530""",1
1190,1252,"""535819""",1
1191,1253,"""675828""",14
1192,1254,"""395831""",3
1193,1255,"""665807""",1
1194,1256,"""556113""",46
1195,1257,"""285901""",35
1196,1258,"""240920""",35
1197,1259,"""660929""",18
1198,1260,"""455103""",57
1199,1261,"""510928""",57
1200,1262,"""520403""",35
1201,1263,"""595225""",35
1202,1264,"""766003""",61
1203,1265,"""586221""",57
1204,1266,"""526124""",71
1205,1267,"""545211""",29
1206,1268,"""490330""",29
1207,1269,"""486231""",1
1208,1270,"""300516""",13
1209,1271,"""351129""",47
1210,1272,"""440415""",8
1211,1273,"""780615""",6
1212,1274,"""760125""",44
1213,1275,"""516010""",1
1214,1276,"""425426""",68
1215,1277,"""310407""",70
1216,1278,"""780912""",72
1217,1279,"""560711""",16
1218,1280,"""520508""",34
1219,1281,"""496228""",34
1220,1282,"""361127""",52
1221,1283,"""395209""",66
1222,1284,"""430804""",66
1223,1285,"""391126""",62
1224,1286,"""505313""",52
1225,1287,"""445809""",65
1226,1288,"""720520""",73
1227,1289,"""460918""",59
1228,1290,"""760129""",35
1229,1291,"""645418""",1
1230,1292,"""770428""",14
1231,1293,"""270129""",1
1232,1294,"""305529""",1
1233,1295,"""445209""",74
1234,1296,"""595801""",55
1235,1297,"""185128""",64
1236,1298,"""210315""",64
1237,1299,"""206016""",2
1238,1300,"""791027""",45
1239,1303,"""405816""",42
1240,1304,"""360728""",37
1241,1305,"""455428""",55
1242,1306,"""226008""",32
1243,1307,"""530408""",74
1244,1308,"""540218""",69
1245,1309,"""750617""",1
1246,1310,"""775924""",41
1247,1311,"""566218""",54
1248,1312,"""355403""",35
1249,1313,"""701120""",54
1250,1314,"""755609""",54
1251,1315,"""230226""",34
1252,1316,"""466113""",67
1253,1317,"""450518""",67
1254,1318,"""310310""",47
1255,1321,"""776109""",35
1256,1322,"""455922""",4
1257,1323,"""440106""",70
1258,1324,"""565807""",66
1259,1325,"""450919""",39
1260,1326,"""565512""",55
1261,1327,"""636231""",20
1262,1328,"""375605""",42
1263,1329,"""180216""",26
1264,1330,"""680917""",66
1265,1331,"""631124""",54
1266,1332,"""576127""",5
1267,1333,"""490420""",48
1268,1334,"""780206""",8
1269,1335,"""615125""",1
1270,1336,"""621104""",1
1271,1337,"""795329""",56
1272,1338,"""830726""",56
1273,1339,"""590504""",22
1274,1340,"""395320""",68
1275,1341,"""625617""",69
1276,1343,"""395816""",1
1277,1344,"""350218""",1
1278,1345,"""680522""",32
1279,1346,"""540829""",13
1280,1347,"""700306""",13
1281,1348,"""755607""",13
1282,1349,"""685107""",26
1283,1350,"""590428""",1
1284,1351,"""515924""",1
1285,1352,"""715401""",54
1286,1353,"""590213""",27
1287,1354,"""210114""",64
1288,1355,"""765201""",35
1289,1356,"""320918""",1
1290,1359,"""515904""",1
1291,1360,"""460819""",1
1292,1361,"""225929""",1
1293,1362,"""290103""",1
1294,1363,"""796227""",6
1295,1364,"""331228""",1
1296,1365,"""385223""",1
1297,1366,"""805302""",12
1298,1367,"""656027""",60
1299,1368,"""571230""",60
1300,1369,"""781023""",41
1301,1370,"""655111""",34
1302,1371,"""486022""",49
1303,1372,"""766207""",28
1304,1373,"""755208""",74
1305,1375,"""770127""",69
1306,1376,"""580903""",18
1307,1377,"""515723""",18
1308,1378,"""416125""",74
1309,1379,"""370218""",74
1310,1380,"""535729""",44
1311,1382,"""796123""",18
1312,1383,"""821005""",29
1313,1384,"""535424""",40
1314,1385,"""530830""",22
1315,1386,"""565809""",22
1316,1387,"""775222""",1
1317,1388,"""625906""",5
1318,1389,"""275304""",43
1319,1390,"""795527""",59
1320,1391,"""651122""",41
1321,1392,"""320206""",50
1322,1393,"""345501""",50
1323,1394,"""425822""",49
1324,1395,"""411018""",49
1325,1396,"""465314""",39
1326,1397,"""216225""",66
1327,1401,"""810724""",35
1328,1402,"""361125""",44
1329,1403,"""445102""",44
1330,1404,"""686220""",11
1331,1406,"""486112""",29
1332,1407,"""410804""",29
1333,1408,"""690807""",49
1334,1409,"""510430""",25
1335,1410,"""440203""",18
1336,1411,"""395806""",18
1337,1412,"""791105""",6
1338,1413,"""695716""",11
1339,1414,"""746113""",70
1340,1416,"""271202""",19
1341,1417,"""666112""",27
1342,1418,"""745616""",41
1343,1419,"""185125""",74
1344,1420,"""160120""",74
1345,1421,"""565210""",20
1346,1422,"""765223""",69
1347,1423,"""820411""",69
1348,1424,"""520105""",8
1349,1425,"""680827""",12
1350,1426,"""645430""",12
1351,1427,"""656216""",14
1352,1428,"""200423""",12
1353,1429,"""275904""",12
1354,1430,"""825529""",64
1355,1431,"""306108""",55
1356,1432,"""615817""",16
1357,1433,"""595710""",72
1358,1434,"""670325""",72
1359,1435,"""530625""",52
1360,1438,"""636025""",29
1361,1439,"""740910""",29
1362,1440,"""780117""",1
1363,1441,"""316205""",42
1364,1442,"""330418""",42
1365,1443,"""350125""",29
1366,1444,"""425714""",29
1367,1445,"""410724""",68
1368,1446,"""540729""",70
1369,1447,"""525621""",70
1370,1448,"""576009""",50
1371,1449,"""490629""",41
1372,1450,"""695317""",61
1373,1452,"""405528""",72
1374,1453,"""665329""",29
1375,1454,"""251003""",73
1376,1455,"""275902""",73
1377,1456,"""280424""",70
1378,1457,"""346012""",70
1379,1458,"""380408""",67
1380,1459,"""760908""",4
1381,1460,"""335313""",23
1382,1461,"""691221""",28
1383,1462,"""410302""",49
1384,1463,"""365126""",70
1385,1464,"""285401""",36
1386,1465,"""310106""",36
1387,1466,"""530822""",39
1388,1467,"""240930""",65
1389,1468,"""405416""",77
1390,1469,"""665914""",54
1391,1470,"""420504""",1
1392,1471,"""385915""",1
1393,1472,"""675910""",1
1394,1473,"""316206""",1
1395,1474,"""716215""",45
1396,1475,"""320331""",19
1397,1476,"""701130""",70
1398,1478,"""690821""",4
1399,1479,"""560622""",1
1400,1480,"""430528""",69
1401,1481,"""336123""",62
1402,1482,"""505328""",46
1403,1483,"""515510""",1
1404,1484,"""520618""",1
1405,1485,"""780514""",7
1406,1486,"""745913""",7
1407,1487,"""765827""",48
1408,1488,"""610109""",31
1409,1489,"""280124""",6
1410,1490,"""280420""",42
1411,1491,"""820421""",19
1412,1492,"""685509""",9
1413,1493,"""221229""",1
1414,1494,"""155322""",1
1415,1495,"""315210""",1
1416,1496,"""425608""",1
1417,1497,"""485803""",53
1418,1498,"""410209""",53
1419,1499,"""516129""",74
1420,1500,"""811212""",1
1421,1501,"""460122""",68
1422,1502,"""730124""",68
1423,1503,"""220901""",58
1424,1504,"""185116""",58
1425,1505,"""715625""",65
1426,1506,"""310625""",22
1427,1507,"""296122""",22
1428,1508,"""545630""",67
1429,1509,"""425419""",62
1430,1510,"""485130""",34
1431,1511,"""625306""",13
1432,1512,"""425811""",5
1433,1513,"""590821""",74
1434,1514,"""570802""",68
1435,1516,"""466017""",38
1436,1517,"""561002""",66
1437,1518,"""605728""",3
1438,1519,"""590706""",3
1439,1520,"""561105""",72
1440,1521,"""791010""",5
1441,1522,"""685514""",52
1442,1523,"""315830""",29
1443,1524,"""625113""",30
1444,1525,"""430309""",1
1445,1526,"""355315""",1
1446,1527,"""341218""",49
1447,1528,"""640320""",57
1448,1529,"""725620""",43
1449,1530,"""455806""",74
1450,1531,"""605628""",52
1451,1532,"""621030""",52
1452,1533,"""601222""",55
1453,1534,"""526222""",17
1454,1535,"""361028""",40
1455,1536,"""676013""",37
1456,1537,"""791207""",54
1457,1539,"""231119""",32
1458,1540,"""371107""",36
1459,1541,"""335306""",36
1460,1542,"""191208""",31
1461,1543,"""275602""",31
1462,1546,"""300413""",28
1463,1547,"""276220""",28
1464,1548,"""230304""",70
1465,1549,"""286114""",70
1466,1550,"""466121""",8
1467,1554,"""441215""",55
1468,1555,"""500914""",30
1469,1556,"""500402""",66
1470,1557,"""596214""",35
1471,1558,"""275125""",11
1472,1559,"""401020""",72
1473,1561,"""235916""",1
1474,1562,"""190814""",1
1475,1563,"""780806""",3
1476,1564,"""475625""",40
1477,1565,"""600519""",71
1478,1566,"""666020""",15
1479,1567,"""300419""",50
1480,1568,"""275629""",50
1481,1569,"""565717""",54
1482,1570,"""580617""",54
1483,1571,"""676015""",7
1484,1572,"""636212""",1
1485,1574,"""790218""",18
1486,1575,"""236006""",55
1487,1576,"""190502""",55
1488,1577,"""440419""",23
1489,1578,"""715815""",40
1490,1579,"""631013""",27
1491,1580,"""685618""",1
1492,1581,"""635415""",56
1493,1582,"""340214""",54
1494,1583,"""725108""",1
1495,1584,"""625129""",1
1496,1585,"""350720""",60
1497,1586,"""345112""",60
1498,1587,"""280505""",23
1499,1588,"""501029""",45
1500,1589,"""516127""",48
1501,1590,"""405810""",13
1502,1591,"""535707""",42
1503,1592,"""280411""",56
1504,1593,"""255531""",56
1505,1594,"""390929""",56
1506,1595,"""546216""",56
1507,1596,"""786022""",58
1508,1597,"""560510""",60
1509,1598,"""250425""",67
1510,1599,"""641008""",43
1511,1600,"""655615""",43
1512,1601,"""695329""",42
1513,1602,"""681230""",42
1514,1603,"""680827""",26
1515,1604,"""695721""",26
1516,1605,"""805921""",52
1517,1606,"""820902""",65
1518,1607,"""415526""",8
1519,1608,"""411111""",53
1520,1609,"""445530""",53
1521,1610,"""425423""",68
1522,1611,"""636202""",59
1523,1612,"""590630""",59
1524,1613,"""610115""",50
1525,1614,"""380518""",21
1526,1615,"""525428""",74
1527,1616,"""380523""",54
1528,1617,"""505430""",5
1529,1618,"""796207""",17
1530,1619,"""425127""",74
1531,1620,"""360515""",74
1532,1621,"""525405""",76
1533,1622,"""501012""",52
1534,1623,"""630709""",36
1535,1624,"""650910""",9
1536,1625,"""735712""",9
1537,1628,"""575325""",12
1538,1629,"""660901""",28
1539,1630,"""645219""",28
1540,1631,"""760430""",74
1541,1632,"""435220""",8
1542,1633,"""725828""",55
1543,1634,"""691110""",55
1544,1635,"""305902""",75
1545,1636,"""320912""",75
1546,1637,"""431020""",21
1547,1638,"""545130""",40
1548,1639,"""595501""",1
1549,1640,"""535613""",51
1550,1641,"""235128""",31
1551,1642,"""596010""",1
1552,1643,"""765417""",39
1553,1644,"""760606""",56
1554,1645,"""615310""",39
1555,1646,"""660317""",8
1556,1647,"""785326""",71
1557,1648,"""520312""",46
1558,1649,"""505316""",46
1559,1650,"""530329""",1
1560,1651,"""665710""",11
1561,1653,"""440619""",42
1562,1654,"""631208""",60
1563,1655,"""720204""",74
1564,1656,"""685618""",22
1565,1657,"""351002""",32
1566,1658,"""295821""",52
1567,1659,"""376215""",1
1568,1660,"""826211""",1
1569,1661,"""535416""",47
1570,1662,"""670907""",53
1571,1663,"""570429""",19
1572,1664,"""186110""",64
1573,1665,"""120302""",64
1574,1666,"""410831""",1
1575,1667,"""405813""",1
1576,1668,"""495817""",20
1577,1669,"""521025""",47
1578,1670,"""610507""",53
1579,1671,"""315915""",57
1580,1672,"""280107""",57
1581,1673,"""720709""",48
1582,1674,"""206027""",11
1583,1675,"""400215""",74
1584,1676,"""530203""",53
1585,1677,"""465907""",53
1586,1679,"""425417""",67
1587,1680,"""755328""",29
1588,1681,"""401125""",34
1589,1682,"""560907""",69
1590,1683,"""516224""",15
1591,1684,"""461025""",15
1592,1685,"""445421""",61
1593,1686,"""476108""",1
1594,1687,"""470227""",1
1595,1688,"""230810""",32
1596,1689,"""361204""",1
1597,1690,"""475817""",46
1598,1691,"""785208""",21
1599,1692,"""720207""",62
1600,1693,"""805706""",45
1601,1694,"""791227""",45
1602,1696,"""235321""",1
1603,1697,"""645110""",55
1604,1698,"""671121""",55
1605,1699,"""550311""",17
1606,1700,"""490309""",7
1607,1701,"""455611""",7
1608,1702,"""735407""",53
1609,1703,"""180111""",50
1610,1704,"""146003""",50
1611,1705,"""465701""",19
1612,1706,"""440719""",19
1613,1707,"""510218""",10
1614,1709,"""526213""",74
1615,1710,"""440211""",54
1616,1711,"""625614""",64
1617,1712,"""640101""",64
1618,1713,"""350421""",65
1619,1714,"""450522""",58
1620,1717,"""795307""",73
1621,1718,"""380727""",75
1622,1719,"""700809""",35
1623,1720,"""345224""",33
1624,1721,"""340702""",33
1625,1722,"""331001""",68
1626,1723,"""815228""",71
1627,1724,"""346021""",68
1628,1725,"""595118""",76
1629,1726,"""520603""",76
1630,1727,"""510121""",32
1631,1728,"""465818""",32
1632,1729,"""470516""",76
1633,1730,"""321215""",40
1634,1731,"""686130""",17
1635,1733,"""745720""",57
1636,1734,"""751110""",26
1637,1735,"""765531""",26
1638,1736,"""795417""",41
1639,1737,"""550730""",27
1640,1738,"""635125""",27
1641,1741,"""320702""",70
1642,1742,"""540606""",1
1643,1743,"""590727""",3
1644,1744,"""696228""",50
1645,1745,"""596018""",23
1646,1746,"""595910""",11
1647,1747,"""560220""",11
1648,1748,"""761231""",64
1649,1749,"""286117""",50
1650,1750,"""641231""",23
1651,1751,"""590124""",54
1652,1752,"""781123""",70
1653,1753,"""795226""",60
1654,1754,"""790529""",57
1655,1755,"""655818""",65
1656,1756,"""360708""",1
1657,1757,"""375930""",1
1658,1758,"""471113""",35
1659,1759,"""235116""",63
1660,1760,"""230307""",77
1661,1761,"""480423""",45
1662,1762,"""561230""",61
1663,1763,"""671207""",46
1664,1764,"""710709""",66
1665,1765,"""750803""",9
1666,1768,"""510427""",29
1667,1769,"""490805""",12
1668,1770,"""516015""",12
1669,1771,"""276020""",54
1670,1772,"""795921""",73
1671,1774,"""716005""",32
1672,1775,"""431208""",73
1673,1776,"""546024""",30
1674,1777,"""635108""",69
1675,1778,"""680902""",69
1676,1779,"""351126""",37
1677,1780,"""546209""",54
1678,1781,"""240816""",67
1679,1782,"""481224""",19
1680,1783,"""466005""",1
1681,1784,"""806102""",2
1682,1785,"""751125""",39
1683,1786,"""345625""",63
1684,1787,"""311128""",63
1685,1788,"""500323""",1
1686,1789,"""335807""",61
1687,1790,"""530528""",1
1688,1791,"""665512""",5
1689,1792,"""750901""",54
1690,1793,"""455317""",41
1691,1794,"""405330""",54
1692,1795,"""605228""",38
1693,1796,"""381123""",10
1694,1797,"""416104""",10
1695,1798,"""330708""",70
1696,1799,"""590626""",36
1697,1800,"""435928""",63
1698,1801,"""700101""",66
1699,1802,"""646016""",66
1700,1803,"""465512""",25
1701,1806,"""520103""",5
1702,1807,"""350630""",47
1703,1808,"""335626""",47
1704,1809,"""310512""",24
1705,1810,"""190630""",41
1706,1811,"""390329""",1
1707,1812,"""475517""",36
1708,1813,"""490928""",36
1709,1814,"""400312""",57
1710,1815,"""775224""",16
1711,1816,"""510724""",62
1712,1817,"""536206""",47
1713,1818,"""561002""",47
1714,1819,"""795420""",43
1715,1820,"""286120""",50
1716,1821,"""410424""",1
1717,1822,"""225913""",71
1718,1823,"""785807""",1
1719,1824,"""600803""",69
1720,1825,"""745424""",51
1721,1826,"""370912""",13
1722,1827,"""415816""",13
1723,1828,"""621114""",69
1724,1829,"""425816""",51
1725,1830,"""520203""",33
1726,1831,"""761009""",51
1727,1832,"""665731""",1
1728,1833,"""661115""",30
1729,1834,"""270219""",7
1730,1835,"""285311""",7
1731,1836,"""445307""",36
1732,1837,"""570113""",67
1733,1838,"""596127""",67
1734,1839,"""366218""",5
1735,1840,"""351028""",5
1736,1841,"""535323""",67
1737,1842,"""430913""",9
1738,1843,"""395125""",48
1739,1844,"""225203""",74
1740,1845,"""181114""",74
1741,1846,"""801212""",48
1742,1847,"""795130""",52
1743,1848,"""245702""",6
1744,1849,"""225924""",57
1745,1850,"""425705""",52
1746,1851,"""755912""",31
1747,1852,"""620905""",50
1748,1853,"""650818""",1
1749,1854,"""325527""",70
1750,1856,"""685822""",54
1751,1857,"""640316""",54
1752,1860,"""646031""",1
1753,1861,"""570715""",29
1754,1862,"""776009""",50
1755,1863,"""520216""",54
1756,1864,"""480314""",22
1757,1865,"""495609""",22
1758,1866,"""425611""",64
1759,1867,"""445924""",1
1760,1868,"""800216""",60
1761,1869,"""335214""",1
1762,1870,"""350429""",1
1763,1871,"""805220""",1
1764,1872,"""635124""",52
1765,1873,"""681026""",52
1766,1874,"""461020""",1
1767,1875,"""761019""",15
1768,1876,"""510701""",1
1769,1877,"""575821""",47
1770,1878,"""630902""",47
1771,1879,"""445402""",21
1772,1880,"""740808""",1
1773,1881,"""340124""",72
1774,1882,"""325524""",72
1775,1883,"""616027""",18
1776,1884,"""765126""",59
1777,1885,"""705107""",47
1778,1886,"""200407""",34
1779,1887,"""260715""",54
1780,1888,"""185924""",66
1781,1889,"""575728""",32
1782,1890,"""555814""",14
1783,1891,"""595304""",62
1784,1892,"""280326""",66
1785,1893,"""345211""",66
1786,1894,"""476105""",1
1787,1895,"""656103""",47
1788,1896,"""820208""",48
1789,1897,"""695307""",36
1790,1898,"""610801""",73
1791,1899,"""410703""",10
1792,1900,"""651122""",23
1793,1901,"""626107""",23
1794,1903,"""395830""",1
1795,1904,"""410222""",66
1796,1905,"""495518""",72
1797,1906,"""220707""",63
1798,1907,"""285908""",75
1799,1908,"""200117""",33
1800,1909,"""445316""",35
1801,1910,"""461108""",67
1802,1911,"""385421""",48
1803,1912,"""720226""",57
1804,1913,"""680415""",69
1805,1914,"""425620""",39
1806,1915,"""390909""",39
1807,1916,"""260719""",28
1808,1917,"""695313""",69
1809,1919,"""490504""",30
1810,1920,"""750807""",42
1811,1921,"""466026""",1
1812,1922,"""490403""",1
1813,1923,"""585507""",1
1814,1924,"""380529""",67
1815,1925,"""380623""",37
1816,1926,"""355208""",37
1817,1927,"""520426""",77
1818,1928,"""525814""",77
1819,1929,"""555815""",65
1820,1930,"""345221""",38
1821,1931,"""426114""",16
1822,1932,"""405121""",15
1823,1934,"""336121""",70
1824,1935,"""295512""",68
1825,1936,"""556016""",15
1826,1937,"""600327""",15
1827,1938,"""395930""",57
1828,1939,"""250814""",1
1829,1940,"""235122""",1
1830,1941,"""215712""",10
1831,1942,"""150510""",10
1832,1943,"""260211""",39
1833,1944,"""575122""",31
1834,1945,"""540603""",54
1835,1946,"""350719""",72
1836,1947,"""810208""",23
1837,1948,"""395219""",71
1838,1949,"""420623""",71
1839,1950,"""290706""",26
1840,1951,"""710429""",41
1841,1952,"""715309""",52
1842,1953,"""650922""",52
1843,1954,"""520728""",69
1844,1955,"""716028""",66
1845,1956,"""255709""",1
1846,1957,"""720304""",63
1847,1958,"""776121""",63
1848,1959,"""201226""",1
1849,1960,"""460823""",22
1850,1961,"""205604""",31
1851,1962,"""501118""",6
1852,1963,"""450612""",38
1853,1964,"""310805""",17
1854,1965,"""390810""",75
1855,1966,"""485701""",19
1856,1967,"""636115""",1
1857,1968,"""600813""",1
1858,1969,"""265826""",53
1859,1970,"""476105""",1
1860,1971,"""695314""",3
1861,1972,"""465429""",1
1862,1973,"""315913""",60
1863,1974,"""180714""",10
1864,1975,"""155927""",10
1865,1976,"""181012""",72
1866,1977,"""356025""",10
1867,1978,"""525522""",18
1868,1979,"""265319""",51
1869,1980,"""590430""",77
1870,1981,"""705922""",19
1871,1982,"""770708""",53
1872,1983,"""825205""",53
1873,1984,"""260829""",1
1874,1985,"""371213""",6
1875,1986,"""425813""",6
1876,1988,"""520504""",13
1877,1989,"""395113""",50
1878,1990,"""431125""",50
1879,1991,"""181109""",64
1880,1993,"""750621""",1
1881,1994,"""675706""",1
1882,1995,"""415410""",50
1883,1996,"""370320""",1
1884,1997,"""776109""",1
1885,1998,"""786215""",40
1886,1999,"""825210""",74
1887,2000,"""425509""",39
1888,2001,"""775805""",34
1889,2002,"""186126""",70
1890,2003,"""210615""",70
1891,2004,"""745203""",1
1892,2005,"""791003""",30
1893,2006,"""625822""",41
1894,2007,"""580913""",41
1895,2008,"""400607""",47
1896,2009,"""360116""",12
1897,2010,"""520812""",37
1898,2011,"""256118""",46
1899,2012,"""230627""",46
1900,2013,"""405710""",1
1901,2015,"""686115""",1
1902,2016,"""341009""",55
1903,2017,"""315123""",55
1904,2018,"""455825""",56
1905,2019,"""320928""",73
1906,2020,"""256220""",73
1907,2021,"""191208""",67
1908,2022,"""391112""",56
1909,2023,"""315902""",56
1910,2024,"""340415""",62
1911,2025,"""411231""",39
1912,2026,"""346203""",39
1913,2027,"""300122""",12
1914,2028,"""246017""",12
1915,2029,"""235919""",5
1916,2030,"""805804""",5
1917,2031,"""261215""",54
1918,2032,"""430321""",1
1919,2033,"""375702""",1
1920,2034,"""260612""",13
1921,2035,"""285727""",13
1922,2037,"""485826""",69
1923,2038,"""805329""",1
1924,2039,"""695120""",68
1925,2040,"""440807""",59
1926,2041,"""560811""",68
1927,2042,"""820704""",49
1928,2043,"""545915""",77
1929,2044,"""615918""",32
1930,2045,"""560822""",28
1931,2046,"""525826""",28
1932,2047,"""435725""",11
1933,2048,"""285603""",23
1934,2049,"""270220""",70
1935,2050,"""325523""",70
1936,2051,"""186207""",74
1937,2052,"""140519""",74
1938,2053,"""180207""",16
1939,2054,"""481206""",48
1940,2055,"""765831""",56
1941,2056,"""781209""",1
1942,2057,"""765102""",6
1943,2058,"""710302""",76
1944,2059,"""720630""",43
1945,2060,"""715604""",43
1946,2061,"""530727""",63
1947,2062,"""545522""",63
1948,2063,"""505926""",68
1949,2064,"""260730""",53
1950,2065,"""780820""",64
1951,2066,"""721027""",1
1952,2067,"""791020""",56
1953,2068,"""305524""",72
1954,2069,"""235101""",70
1955,2070,"""725723""",70
1956,2071,"""731219""",1
1957,2072,"""445209""",75
1958,2073,"""560208""",22
1959,2074,"""615916""",24
1960,2075,"""220129""",74
1961,2076,"""575207""",63
1962,2077,"""305301""",44
1963,2078,"""785803""",10
1964,2079,"""255529""",72
1965,2080,"""631226""",60
1966,2081,"""726106""",46
1967,2082,"""330204""",67
1968,2083,"""430312""",71
1969,2084,"""295216""",1
1970,2085,"""281128""",1
1971,2086,"""546029""",35
1972,2087,"""770929""",68
1973,2088,"""485826""",32
1974,2089,"""675609""",70
1975,2090,"""701007""",70
1976,2091,"""285117""",48
1977,2092,"""450321""",72
1978,2093,"""700624""",48
1979,2094,"""755906""",48
1980,2095,"""740430""",9
1981,2096,"""745906""",74
1982,2097,"""361111""",53
1983,2098,"""395528""",53
1984,2099,"""180116""",1
1985,2100,"""315929""",33
1986,2101,"""350624""",33
1987,2102,"""410527""",51
1988,2103,"""445204""",18
1989,2104,"""480108""",37
1990,2105,"""475718""",42
1991,2106,"""215321""",74
1992,2107,"""230418""",74
1993,2108,"""455421""",77
1994,2109,"""505514""",15
1995,2110,"""676103""",3
1996,2111,"""245529""",57
1997,2112,"""270915""",21
1998,2113,"""370404""",68
1999,2114,"""180821""",51
2000,2115,"""145301""",51
2001,2116,"""300614""",76
2002,2117,"""450228""",53
2003,2118,"""701112""",1
2004,2119,"""605518""",30
2005,2121,"""790925""",64
2006,2122,"""705717""",1
2007,2123,"""820517""",53
2008,2124,"""495114""",68
2009,2125,"""750412""",71
2010,2126,"""755328""",52
2011,2128,"""555813""",38
2012,2129,"""621207""",75
2013,2130,"""456029""",21
2014,2131,"""755211""",39
2015,2132,"""690206""",39
2016,2133,"""216128""",53
2017,2134,"""171214""",53
2018,2135,"""405808""",24
2019,2136,"""405724""",28
2020,2137,"""626109""",73
2021,2138,"""801219""",68
2022,2139,"""325306""",18
2023,2140,"""261018""",18
2024,2141,"""510906""",28
2025,2142,"""416220""",21
2026,2143,"""481112""",21
2027,2144,"""605128""",15
2028,2145,"""686224""",39
2029,2146,"""730104""",65
2030,2147,"""635814""",69
2031,2148,"""535720""",31
2032,2149,"""235409""",33
2033,2150,"""410417""",61
2034,2151,"""456230""",61
2035,2152,"""295907""",17
2036,2153,"""495516""",36
2037,2154,"""576128""",60
2038,2155,"""580610""",15
2039,2156,"""666227""",33
2040,2157,"""451117""",11
2041,2158,"""810506""",10
2042,2159,"""305123""",74
2043,2160,"""450531""",70
2044,2161,"""205306""",1
2045,2162,"""130912""",1
2046,2163,"""180408""",52
2047,2164,"""411029""",47
2048,2165,"""455302""",47
2049,2166,"""475722""",30
2050,2167,"""811213""",1
2051,2168,"""635712""",46
2052,2169,"""710101""",46
2053,2170,"""420430""",70
2054,2171,"""581128""",1
2055,2172,"""295821""",7
2056,2173,"""516217""",56
2057,2174,"""525808""",74
2058,2175,"""425103""",53
2059,2176,"""460716""",18
2060,2177,"""425530""",24
2061,2178,"""390809""",46
2062,2179,"""396027""",9
2063,2180,"""726017""",51
2064,2181,"""680722""",46
2065,2182,"""296201""",75
2066,2183,"""310821""",75
2067,2184,"""700707""",24
2068,2185,"""575620""",20
2069,2186,"""425726""",48
2070,2187,"""330312""",40
2071,2188,"""255825""",40
2072,2189,"""626115""",21
2073,2190,"""741022""",28
2074,2191,"""795804""",28
2075,2192,"""565412""",1
2076,2193,"""520726""",1
2077,2194,"""615822""",50
2078,2195,"""425913""",68
2079,2196,"""555216""",31
2080,2197,"""626210""",47
2081,2198,"""205222""",17
2082,2199,"""111209""",17
2083,2200,"""530731""",66
2084,2201,"""290223""",44
2085,2202,"""285817""",44
2086,2203,"""391001""",10
2087,2204,"""465819""",54
2088,2205,"""521212""",55
2089,2206,"""645604""",10
2090,2207,"""615217""",70
2091,2208,"""590109""",70
2092,2209,"""275613""",30
2093,2210,"""330423""",30
2094,2211,"""205224""",3
2095,2212,"""720527""",52
2096,2213,"""681107""",3
2097,2214,"""461107""",5
2098,2215,"""250129""",10
2099,2216,"""725704""",1
2100,2217,"""740220""",1
2101,2218,"""681108""",43
2102,2219,"""646128""",43
2103,2220,"""525217""",20
2104,2221,"""450315""",20
2105,2222,"""345803""",1
2106,2223,"""435524""",70
2107,2224,"""321004""",54
2108,2225,"""606106""",4
2109,2226,"""646009""",74
2110,2227,"""750725""",42
2111,2228,"""405320""",43
2112,2229,"""440907""",68
2113,2230,"""690531""",5
2114,2231,"""716013""",21
2115,2232,"""670527""",36
2116,2233,"""646224""",36
2117,2235,"""405420""",14
2118,2236,"""785627""",44
2119,2237,"""581003""",47
2120,2238,"""545219""",47
2121,2239,"""765109""",6
2122,2240,"""325312""",47
2123,2241,"""261230""",47
2124,2242,"""765605""",1
2125,2243,"""800704""",1
2126,2246,"""535801""",55
2127,2247,"""785113""",35
2128,2248,"""751024""",7
2129,2249,"""456207""",32
2130,2250,"""386208""",34
2131,2251,"""716013""",26
2132,2252,"""651115""",37
2133,2253,"""575909""",37
2134,2254,"""276209""",72
2135,2255,"""235824""",50
